#taxa	5th	10th	50th	90th	95th	frequency	average
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32374	0.0	0.0	0.0	0.00116356382979	0.00206687827563	8	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32380	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32387	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32397	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32399	0.0	0.0	0.0	0.000926101823708	0.00245884113748	8	0.0004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32399-sp32871	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32401	0.0	0.0	0.0	0.00323439878234	0.00364809339119	25	0.0013
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32408	0.0	0.0	0.0	0.0	0.00137425561154	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32408-sp32428	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32424	0.0	0.0	0.0	0.00161284128874	0.00571460481739	15	0.0007
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32428	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32430	0.0	0.0	0.0146356292886	0.0581717451524	0.0843112865718	49	0.0215
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32431	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32431-sp32436	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32440	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32443	0.0	0.0	0.00397853684073	0.0639297207967	0.0838447088291	32	0.0167
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32443-sp33657	0.0	0.0	0.0	0.0	0.00708452760803	5	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32445	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium-Roseburia;s__sp32372-sp32430-sp33137	0.0	0.0	0.0	0.0	0.00401740877134	3	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__sp32451	0.0	0.0	0.0	0.0	0.00234460656152	5	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32787	0.0	0.0	0.0	0.00459428416999	0.00902223527214	23	0.0016
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32787-sp32802	0.0	0.0	0.0	0.0	0.00114700177111	5	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32802	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32847	0.0	0.0	0.0	0.0	0.000878319032498	5	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32854	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32858	0.0	0.0	0.0	0.00189069634703	0.00716025688344	11	0.0012
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32875	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp32950	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33275	0.0	0.0	0.0	0.00964265456608	0.013829694703	20	0.0022
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33275-sp33551	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33278	0.0	0.0	0.0	0.0	0.000651502177879	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33324	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33328	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33329	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33387	0.0	0.0	0.0	0.00597619162369	0.00918977963526	21	0.0015
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33411-sp33422	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33411-sp33422-sp33551	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33422	0.0	0.000979801025023	0.0105491777847	0.0415957647949	0.0706289546266	50	0.0179
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33453	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33493	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33551	0.0	0.0	0.0	0.0	0.0021354403011	3	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33589	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33635	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33656	0.0	0.0	0.0	0.00113036925396	0.00447108066971	14	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33657	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33707	0.0	0.0	0.0034176874928	0.0108029343785	0.0113361378951	42	0.0041
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33719	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA;s__sp33739	0.0	0.0	0.0	0.0	0.00108100804	4	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__sp33137	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__sp33178	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus;s__sp33403	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__sp33297	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__sp33301	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__sp33302	0.0	0.0	0.0	0.0	0.000575840858526	4	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__*Arthromitus;s__sp30491	0.0	0.0	0.0	0.0	0.0	1	0.0004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__NA;s__NA	0.0	0.0	0.0	0.0	0.00244712462856	5	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__NA;s__sp30544	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__Sarcina;s__ventriculi	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__sp34119	0.0	0.0	0.0	0.0	0.00116351225566	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__bartlettii	0.0	0.0	0.0	0.00351271198641	0.0110078627591	9	0.001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__sp34280	0.0	0.0	0.0	0.0012771699841	0.00291193894969	9	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter-Terrisporobacter;s__sp34280-sp34393	0.0	0.0	0.0	0.00295729320692	0.00464756003098	13	0.0006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Paeniclostridium;s__sordellii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Paraclostridium;s__bifermentans	0.0	0.0	0.0	0.0	0.00279242941359	4	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoclostridium;s__difficile	0.0	0.0	0.0	0.00277946668983	0.0175220377481	6	0.0031
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoclostridium;s__sp34341	0.0	0.0	0.0484021098356	0.0938526012332	0.125609615606	43	0.0476
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__ilealis	0.0	0.0	0.0	0.00108100804	0.00591280395137	8	0.0006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__ilealis-lituseburensis	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__lituseburensis	0.0	0.0	0.0	0.00556653332691	0.00958878849345	14	0.0013
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Terrisporobacter;s__sp34390	0.0	0.0	0.0	0.0	0.0010578475586	5	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Terrisporobacter;s__sp34393	0.0	0.0	0.0	0.00257326661901	0.00600156562582	10	0.0006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__sp34474	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__pullicaecorum	0.0	0.0	0.0	0.00719273743017	0.0112058374595	26	0.0021
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__sp34534	0.0	0.0	0.0102605742969	0.0755217118897	0.0925639039504	35	0.0264
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__sp34557	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor;s__plautii	0.0	0.0	0.0	0.00272302279628	0.00333313132537	13	0.001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp34793	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp34794	0.0	0.0	0.0	0.0	0.0015531660693	4	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp34850	0.0	0.0	0.0	0.0	0.000403098096801	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35073	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35103	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35327	0.0	0.0	0.0	0.0	0.00125615516029	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35333	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35341	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35707	0.0	0.0	0.0	0.00711321873148	0.0153637917933	21	0.0024
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35772	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__sp35773	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter;s__sp34635	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__sp34659	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__sp34661	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__sp34914	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__stercoricanis	0.0	0.0	0.0	0.00603153495441	0.0131940626718	18	0.0021
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__mitsuokai	0.0	0.0	0.0	0.0407496733997	0.077836798975	19	0.011
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__ramosum	0.0	0.0	0.0	0.00469180440771	0.0130333675842	17	0.0018
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__sp36616	0.0	0.0	0.0	0.00828202749431	0.0107572805168	24	0.0032
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__sp36621	0.0	0.0	0.0	0.00186130291204	0.00263495709749	10	0.0004
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__sp36732	0.0	0.0	0.0	0.00806128713664	0.0217443249701	21	0.0031
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__biformis	0.0	0.0	0.0	0.0221157390343	0.0278441325769	18	0.0056
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__sp36686	0.0	0.0	0.0	0.00294856394016	0.0151207818551	10	0.0027
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__sp36741	0.0	0.0	0.0	0.0	0.0062192417933	5	0.0008
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__sp36773	0.0	0.0	0.0	0.000518268981601	0.0024303073624	6	0.0002
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__moorei	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__sanguinis	0.0	0.0	0.0	0.0105824733252	0.0234187718975	16	0.0031
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__sp36829	0.0	0.0	0.0	0.0	0.0014245014245	3	0.0006
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__sp36836	0.0	0.0	0.0	0.0	0.00502225773314	5	0.0009
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__succinatutens	0.0	0.0	0.0	0.0084906236638	0.023042481162	10	0.0025
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella;s__histaminiformans	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;s__sp36926	0.0	0.0	0.0	0.0	0.00336331847423	3	0.0005
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;s__sp36936	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas;s__funiformis	0.0	0.0	0.0455123931883	0.239975881821	0.297006958989	44	0.0839
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__sp36946	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__mortiferum	0.0	0.0	0.0	0.189458689459	0.323256273464	23	0.0449
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__necrogenes	0.0	0.0	0.0	0.0	0.00296384113811	5	0.0013
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp37458	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp37459	0.0	0.0	0.00370041444642	0.05601881548	0.0947756518386	29	0.0181
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp37459-sp37464	0.0	0.0	0.0	0.0920937554662	0.146147939596	21	0.0266
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp37464	0.0	0.0	0.000578783452305	0.0437129500217	0.0520632884328	28	0.0138
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__varium	0.0	0.0	0.0409456388743	0.217932162534	0.241731601732	38	0.0717
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__NA;s__sp37959	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__NA;s__sp38006	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__NA;s__sp42446	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera;s__sp42084	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__aveniformis-viscosa	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__bacteroides	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__intermedia-nasdae	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__lenta	0.0	0.0	0.0	0.0	0.0006080083384	3	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__mediterranea	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__olei	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__terrae	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__vesicularis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__NA	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__conjunctum	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aureimonas;s__sp43173	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aureimonas;s__sp43179	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__NA;s__sp43317	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__grignonense	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__neptuniae	0.0	0.0	0.0	0.0	0.0	1	0
