#taxa	5th	10th	50th	90th	95th	frequency	average
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__sp43538	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__sp43540	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__submarina	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia-Vasilyevaea;s__enhydra-ginsengisoli	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Vasilyevaea;s__mishustinii	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__adhaesivum	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__adhaesivum-goesingense	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__extorquens	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__longum	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__sp43883	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__aerilata	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__subterranea	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__zambiensis	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__NA;g__NA;s__sp43151	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aminobacter;s__NA	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aquamicrobium;s__defluvii-lusatiense	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__tumefaciens	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__galegae	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__cellulosilyticum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__rubi	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__zoogloeoides	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NA;s__sp45365	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracocccus;s__sp44861	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracocccus;s__sp44863	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracocccus;s__sp44868	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracocccus;s__sp44875	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracocccus;s__sp44878	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__carotinifaciens-haeundaensis-marcusii	0.0	0.0	0.0	0.0	0.0	2	0.0003
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__tibetensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__mesophilum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Belnapia;s__moabensis	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Muricoccus;s__sp45665-sp45737	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__aestuarii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__mucosa	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__sp45713	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella;s__sp46210	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella;s__sp46212-sp46214	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella;s__sp46214	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella;s__sp46219	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__sp46235	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__sp46265	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Gossypium arboreum;s__arboreum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__sp47506-sp47515	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__sp47515	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__NA;g__NA;s__sp47461	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__NA;g__NA;s__sp47567	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__NA;g__NA;s__sp47568	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__NA;g__NA;s__sp47574	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__NA;g__NA;s__sp48032	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__NA;s__NA	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__sp47596	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__sp47601	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;s__suberifaciens	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium-Sphingomonas;s__desiccabilis-insulae-subterraneum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__aerolata	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__alpina-asaccharolytica	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__gimensis-mali	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__glacialis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__insulae	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__mali	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__melonis	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__rubra	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__sp47849	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__sp47901-sp47921	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__sp47903	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__xinjiangensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Parasutterella;s__excrementihominis	0.0	0.0	0.0	0.0	0.00767852572306	3	0.0014
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga;s__litoralis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__parvirubra	0.0	0.0	0.0	0.0	0.0	1	0.0007
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__sp48269	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__sp48273	0.0	0.0	0.0	0.000276446737928	0.00580086580087	6	0.0007
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__sp48276	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__wadsworthensis	0.0	0.0	0.0281163138764	0.0825108225108	0.154349499615	41	0.0378
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Caenimonas;s__sp48863	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__NA;s__sp49297	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax;s__soli	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rivibacter;s__subsaxonicus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__boronicumulans-paradoxus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__defluvii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__ginsengisoli	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__albidiflava	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__aurea	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__brevitalea	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__sp49419	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__sp49421	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__sp49433	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__sp49439	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__tieshanensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__timonae	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__NA;f__NA;g__NA;s__sp49539	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Hyalangium;s__minutum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Stigmatella;s__erecta	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__virescens	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis;s__sp53803	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis;s__sp53972	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;s__sp54023	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__coli-jejuni	0.0	0.0	0.0	0.0	0.0	1	0.0014
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__helveticus	0.0	0.0	0.0	0.0	0.0	2	0.0003
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__jejuni-subantarcticus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__upsaliensis	0.0	0.0	0.0	0.0268002504696	0.120026574149	21	0.0125
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__bilis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__bilis-canis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__canis	0.0	0.0	0.0	0.0	0.0006080083384	3	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__cinaedi	0.0	0.0	0.0	0.00221551931239	0.0167352813201	8	0.0035
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__winghamensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__sp56216	0.0	0.0	0.0	0.0	0.0170083408703	4	0.0013
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__sp56217	0.0	0.0	0.0	0.00117793338132	0.00472698624326	7	0.0004
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__sp56218	0.0	0.0	0.0	0.0172293160749	0.056831022793	7	0.0065
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio;s__sp56238	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__hormaechei	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__ludwigii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__persicina	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__boydii-coli	0.0	0.0	0.0	0.00276625172891	0.00443173695497	12	0.0006
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__boydii-coli-fergusonii	0.0	0.0	0.0	0.00389039871933	0.0232713168899	14	0.0037
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__boydii-coli-sonnei	0.0	0.0	0.0	0.0	0.000811412118833	3	0.0005
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__coli	0.0	0.0	0.0	0.00292699724518	0.0172818433966	12	0.0029
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__coli-dysenteriae	0.0	0.0	0.0	0.000733003481767	0.00156345001303	6	0.0001
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__coli-flexneri-sonnei	0.0	0.0	0.0	0.00262659580966	0.00482063754017	13	0.0014
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__coli-sonnei	0.0	0.0	0.0	0.000332446808511	0.00139664804469	6	0.0002
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__fergusonii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__pneumoniae	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__pneumoniae-variicola	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__agglomerans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__agglomerans-cypripedii-vagans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__ananatis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__ananatis-vagans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__vagans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__fluorescens	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__frederiksbergensis-mandelii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__oryzihabitans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__sp63640	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__NA	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Brachyspiraceae;g__Brachyspira;s__sp66131	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__pirum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__sp69048	0.0	0.0	0.0	0.0	0.0	1	0
